"prevalence","meanMOIvar","meanPTS","meanPTSGroupBC","inverseSimpsonIndex","inverseSimpsonIndexBC","instance"
0.4305,3.86583003877774,0.0176899706597448,0.011141945814404,7981.03517664424,9766.98165182614,61
0.4615,11.1120330145361,0.0338924035636371,0.0305028067303704,12520.4987297288,11108.3328034188,62
0.449,5.84829818855602,0.0177521469448358,0.0138429488352479,12255.8992761396,12422.759049558,63
0.4295,4.31367653028915,0.0131222388450562,0.0107485531357692,11837.974931683,11339.1640041249,64
0.2945,4.15904586905909,0.0140330130675318,0.0119558246064113,10556.8008119798,9769.38938841636,65
0.4405,3.56203887471946,0.00887509972597682,0.00707365532655266,13861.6004063223,13508.2975072817,66
0.4405,6.42166561219109,0.0304148104274379,0.0159159011942531,7740.40076318051,11828.5387173562,67
0.4505,10.9292976347195,0.0960415247210799,0.0536603731191567,3354.30422550826,6355.2187110337,68
0.3375,6.26266950715345,0.0314645916569753,0.0314625688171255,7474.50369736112,5949.40985648354,69
0.403,5.52483743083774,0.026980825482897,0.0258744972651644,7640.19122575091,6343.22687900677,70
0.3525,3.76588402820413,0.0410593112106516,0.032451785032362,3390.2318874058,3431.28814223022,71
0.4005,5.69479826659219,0.0602404735903189,0.0363022450843229,3345.02223078453,4741.547128594,72
0.4725,6.4735691375886,0.0264658116025571,0.00993400443620899,8980.295224087,18753.8896813111,73
0.447,5.67999324527845,0.0135591145871715,0.0114552052272981,15220.0754144601,14153.0677803592,74
0.348,4.54521946286764,0.0245104995090028,0.0143473679698238,6775.02990669697,9122.90728128456,75
0.1455,2.71972542724666,0.126453976479022,0.108064390606444,721.189945348733,705.356413450405,76
0.3035,5.45270245051395,0.0430750101609893,0.0271446617827996,4571.02308842353,5897.58936725976,77
0.4485,8.85730765598056,0.0124096852851535,0.0101690892011198,26166.0360838561,25107.4243274842,78
0.415,5.18430752163112,0.0441105298061449,0.0371564576634025,4432.32593640003,4237.2130644898,79
0.283,3.16618828140635,0.0221570514843067,0.0207770828182527,5196.60139024142,4434.21415962967,80
0.3455,4.30926004191212,0.0357209653267115,0.0282381848098148,4469.63995210711,4541.16809825043,81
0.3875,5.3601774927237,0.0157100557654186,0.00891058478632707,12303.9824223193,16509.2637705722,82
0.329,3.11861437167008,0.0558571043342548,0.0486164578482863,2058.87234844801,1902.75128735893,83
0.3425,4.62530065441178,0.0212990191836201,0.019873047785878,8012.81254609955,6819.08097175897,84
0.33,3.48475372749112,0.0662390846288781,0.0599317237197714,1960.46476758148,1759.14705223884,85
0.467,8.66792065179291,0.0135067808386392,0.0110002847486551,23583.0936928263,22765.9598790407,86
0.3155,2.28596465918382,0.0201760248039279,0.0139652883410473,4062.57373922079,4509.81955817728,87
0.3905,5.81910838718931,0.0274398527242046,0.0128439125987099,7749.02854361592,13179.8735539223,88
0.384,4.56414559743211,0.0678820470765447,0.0587479719739776,2517.44534569718,2395.31516745684,89
0.342,5.08545238652932,0.0532212731797337,0.0455949660078891,3615.43449701097,3437.01910960613,90
0.3435,3.29083888968468,0.0121128581308616,0.00723592684881135,9481.63236889972,11682.8122110791,91
0.168,2.93169896814189,0.0261498543974405,0.01944638558678,3829.59917028637,3957.07626898895,92
0.324,4.95099771830675,0.0089079688766231,0.00769285324511858,18515.5271918376,16727.6077362944,93
0.4375,4.91363488429249,0.00876621668150882,0.0051154202791457,19691.7592906735,24888.9288986751,94
