"instance","prevalence","meanMOIvar","meanPTS","meanPTSGroupBC","inverseSimpsonIndex","inverseSimpsonIndexBC"
6952,0.3225,2.9308252762322,0.00665728942191696,0.00576009347418397,13827.2725140124,12355.9296747758
6953,0.196,4.24879565538857,0.00914639937975741,0.00464903312990594,14063.7431517284,18255.5722816152
6954,0.216,3.34328777649109,0.00571052671568488,0.00465002847089569,16260.8932010584,14964.4576266757
6955,0.371,2.96644539380547,0.0223144751848953,0.00544945151264177,4752.57486702424,13620.5082100745
6956,0.241,4.61504842837437,0.0081304156082283,0.00386290219559461,17876.8345906884,24471.9316461934
6957,0.2785,1.93088684769978,0.0084703008400196,0.00749409415380918,7215.40523131565,6387.04739003538
6958,0.133,2.09752617048067,0.0514371169826862,0.0480292219735445,1449.26532176388,1235.24364289259
6959,0.142,4.84219847305416,0.13716071030684,0.105788386318633,1143.81914554449,1369.7310900888
6960,0.4275,3.50342963538299,0.0177905077664192,0.0119576660113864,7232.28658173504,8322.16633271529
6961,0.2465,1.91832391225585,0.0100654104574672,0.00878802364368155,6109.82006907893,5433.99160536274
6962,0.32,6.29568383673513,0.0211516784652473,0.0174774896472514,11043.6662402634,10565.7569195383
6963,0.203,2.31260543099812,0.0701952751008919,0.0605389132885423,1210.66846354739,1116.98098227246
6964,0.2435,2.56759922869615,0.00731765310687371,0.00385007092889358,10562.7599390586,13322.8018801429
6965,0.303,4.62603016808929,0.0157202556732541,0.0123836079579381,10513.6659054951,10352.8536047691
6966,0.327,3.93481446149554,0.00629774349345109,0.00505290787000745,19795.1964176074,18804.7498434071
6967,0.2685,4.54506571474838,0.00624125256181272,0.00497041012984877,21986.8926903782,20648.8316069226
6968,0.1435,4.5924001473514,0.0114733679474051,0.0101759377891168,11941.6517226385,10445.6982196498
6969,0.2425,6.53279331602294,0.0170245047863876,0.0141842259289425,13530.3457551724,12710.8788469729
6970,0.2465,1.79526417479576,0.00504688979731605,0.00412382738938896,9615.42844087004,8797.75950103951
6971,0.2135,3.60241090732939,0.00549165878150324,0.00348177105948516,18088.4942088249,19389.5159354571
6972,0.343,4.32465433118147,0.0606093225951363,0.0416769219194087,2562.45934377731,3184.3406691887
6973,0.265,2.06120781657361,0.0199748607642276,0.0090409192082869,3509.20935287542,5692.42711196029
6974,0.165,7.04268737209234,0.0244080599435022,0.0194224287634301,9994.43258069111,9811.87398765549
6975,0.1105,2.82223888344556,0.0286275093720251,0.0259573201684554,3330.295100533,2893.84364695302
6976,0.198,3.08342090454676,0.0189891643990098,0.0102597875738028,5513.74471801276,7512.81425393145
6977,0.148,2.18701999461015,0.0177236563388801,0.0151051280529153,3995.52846241019,3636.65472788468
6978,0.2315,2.47546341958591,0.00890811702923644,0.00768741859530309,8495.47129798366,7555.8397303065
6979,0.367,3.98437573799188,0.00917241919526321,0.00597905475174233,14897.0943731839,17059.3628043175
6980,0.1685,4.0875528284887,0.0481079102757322,0.0423035711152467,3009.97909666236,2765.43153273436
6981,0.301,3.79103547270058,0.0220824501640075,0.0129804903418274,6199.48537075055,8084.87507301336
6982,0.3235,2.10849639276633,0.00803054137507026,0.00653258216825378,8486.15634847689,8021.38822406162
6983,0.318,4.12398428447264,0.00705155753859219,0.00429211112959638,18775.9505885284,21978.5572900822
6984,0.253,2.2932505426846,0.00882070234715942,0.00630171328986423,8232.4111139397,8485.18409356174
6985,0.323,5.68061670601539,0.0557053924936476,0.0518567188122662,3822.53504164229,3341.27985524729
6986,0.2915,3.50050258633158,0.00640078422436398,0.00374722272279714,16933.4532126894,19873.8779455789
6987,0.31,2.6506235201816,0.00950543858388536,0.00476384495964518,9353.3769046576,12893.7552072485
6988,0.2735,3.54632069026549,0.00810436826216102,0.00573924926203566,13900.3079132416,14525.287256678
6989,0.2565,4.14656195128761,0.0148777015882994,0.0134206793883008,9678.23370090905,8465.99694231999
6990,0.3585,2.84964632678156,0.0079244214649092,0.0049178611233377,11926.2415858238,13931.1939271094
6991,0.448,3.78516357185986,0.00675878823886944,0.00484387951935257,18771.513698642,19732.1848297856
6992,0.2115,3.00105499706901,0.0174420853682423,0.00909968032492497,5926.15713565994,8168.77872375867
